A	1506689452
A	1506721775
A	1506723231
A	1606821601
A	1606821886
A	1606825202
A	1606825612
A	1606827706
A	1606827870
A	1606829043
A	1606829402
A	1606829730
A	1606830972
A	1606831312
A	1606831464
A	1606833002
A	1606833551
A	1606836976
A	1606837915
A	1606838666
A	1606862772
A	1606863503
A	1606874495
A	1606874532
A	1606874545
A	1606874690
A	1606875794
A	1606875806
A	1606875812
A	1606875876
A	1606875895
A	1606875913
A	1606875983
A	1606876065
A	1606877370
A	1606878051
A	1606878215
A	1606880144
A	1606880996
A	1606881355
A	1606881670
A	1606882351
A	1606883392
A	1606885025
A	1606885864
A	1606886186
A	1606887516
A	1606889074
A	1606889452
A	1606889502
A	1606889856
A	1606890542
A	1606892296
A	1606894995
A	1606917903
A	1606917992
A	1606918055
A	1606918093
A	1606918383
A	1606918414
A	1606918616
B	1506688765
B	1606822964
B	1606823475
B	1606823670
B	1606824502
B	1606827851
B	1606828702
B	1606832435
B	1606833936
B	1606836862
B	1606837991
B	1606839334
B	1606862702
B	1606862740
B	1606874463
B	1606874596
B	1606874671
B	1606874684
B	1606875762
B	1606875825
B	1606875831
B	1606875951
B	1606876020
B	1606876046
B	1606876790
B	1606876973
B	1606878013
B	1606878871
B	1606878934
B	1606879773
B	1606879905
B	1606887352
B	1606889465
B	1606890933
B	1606891500
B	1606892655
B	1606895461
B	1606896041
B	1606917576
B	1606917613
B	1606917632
B	1606917664
B	1606917696
B	1606917720
B	1606917746
B	1606917790
B	1606917840
B	1606917872
B	1606917885
B	1606917922
B	1606917960
B	1606918036
B	1606918156
B	1606918162
B	1606918212
B	1606918225
B	1606918282
B	1606918364
B	1606918370
B	1606918401
B	1606918433
B	1606918452
B	1606918502
B	1606918515
B	1606918585
B	1606918603
C	1506688872
C	1506688992
C	1506757541
C	1606825902
C	1606828141
C	1606828942
C	1606829560
C	1606830133
C	1606831035
C	1606831224
C	1606837234
C	1606837631
C	1606839164
C	1606862715
C	1606862734
C	1606862753
C	1606862766
C	1606874476
C	1606874526
C	1606875844
C	1606875945
C	1606875964
C	1606876033
C	1606877250
C	1606877736
C	1606878505
C	1606880485
C	1606881531
C	1606882276
C	1606884836
C	1606886974
C	1606888481
C	1606888790
C	1606889490
C	1606889830
C	1606890561
C	1606890574
C	1606892163
C	1606893481
C	1606893986
C	1606896174
C	1606917525
C	1606917600
C	1606917651
C	1606917683
C	1606917834
C	1606917916
C	1606918074
C	1606918124
C	1606918194
C	1606918206
C	1606918295
C	1606918326
C	1606918591
